"","Board Game Name","Publishing Year","Game Playing Time","Max Number of Players"
"59319","Blazing Aces! A Fistful of Family Card Games",1995,0,20
"59320","Clintonopoly!",1995,90,6
"59321","Heavy Gear Fighter",1995,10,2
"59322","Sixteen Thirty Something",1995,180,6
"59323","Golem",1995,60,6
"59324","The Last Crusade",1995,120,2
"59325","Tashkent Domino",1995,10,2
"59326","Stratego 4",1995,45,4
"59327","Origins",1995,30,6
"59328","Cluedo Super Sleuth",1995,30,6
"59329","Blood on the Tigris",1995,360,2
"59330","Red Parachutes: Soviet Airborne Assault Across the Dnepr",1995,360,2
"59331","Necromunda",1995,30,4
"59332","Der Berg ruft",1995,30,4
"59333","La Strada",1995,20,6
"59334","Soundbytes",1995,60,0
"59335","Quixo",1995,15,4
"59336","Odyssee",1995,60,6
"59337","Osiris",1995,60,4
"59338","Bloody Mary",1995,30,6
"59339","In Dubio Pro Reo",1995,30,8
"59340","Die Druiden",1995,45,5
"59341","Irono Ofubi",1995,20,2
"59342","Die LeuchtturmArchitekten",1995,30,4
"59343","Das Zeitungsspiel",1995,45,5
"59344","ReBoot Mainframe Game",1995,30,6
"59345","Yom Kippur",1995,240,2
"59346","Runestone",1995,10,2
"59347","Shadowfist",1995,60,7
"59348","Anno Domini",1995,60,4
"59349","Star of the Guardians",1995,20,2
"59350","Star Quest",1995,30,8
"59351","Game of Knowledge",1995,60,10
"59352","Act One",1995,30,99
"59353","Tic Tac Chec",1995,10,2
"59354","Squares: The Civil War Battle Game",1995,60,2
"59355","Talisman (third edition): Dragon's Tower",1995,240,8
"59356","Gooey Louie",1995,10,8
"59357","Story",1995,45,8
"59358","Challenge of the Lion Lord",1995,90,4
"59359","Actium",1995,180,4
"59360","Alias",1995,60,12
"59361","Heroes of Asfar: The College of Magi",1995,45,10
"59362","Rat-a-Tat Cat",1995,10,6
"59363","Echelons of Fire",1995,60,2
"59364","Wing Commander",1995,10,2
"59365","Ultimate Combat!",1995,30,2
"59366","Red Zone",1995,60,2
"59367","Warhammer Quest: Lair of the Orc Lord",1995,120,4
"59368","Warhammer Quest: Catacombs of Terror",1995,120,4
"59369","Slag!: Combat on the High Frontier",1995,45,4
"59370","Tahiti",1995,45,4
"59371","""Scratch One Flat Top!""",1995,180,4
"59372","Skip-Bo Dice",1995,20,4
"59373","The Alamo: Victory in Death",1995,90,2
"59374","Big Bucks Baseball",1995,180,2
"59375","Black & White: The Adventures in Dairy Farming",1995,60,6
"59376","Carmel Proper",1995,90,6
"59377","Gangsters, Gun Molls, & G-Men",1995,60,5
"59378","Black Wednesday",1995,240,2
"59379","Tunisia",1995,360,2
"59380","Stonewall in the Valley",1995,180,2
"59381","In their Quiet Fields II",1995,240,2
"59382","Legend of the Lost Dutchman",1995,120,5
"59383","Blood Wars",1995,90,8
"59384","Eagles: Waterloo",1995,120,2
"59385","Rules of the Game",1995,45,6
"59386","NogginNosh",1995,10,4
"59387","Empire of the Rising Sun",1995,240,6
"59388","Love it or Hate it",1995,60,6
"59389","Bedlam",1995,45,6
"59390","Glory",1995,180,2
"59391","Piercing the Reich",1995,180,2
"59392","Invasion: Norway",1995,360,2
"59393","Inns & Taverns",1995,20,4
"59394","Inferno",1995,30,6
"59395","Up For Grabs",1995,45,6
"59396","Symbioz",1995,180,4
"59397","Achtung: Spitfire!",1995,240,99
"59398","Eighth Air Force",1995,20,8
"59399","Flintloque",1995,120,2
"59400","Monopoly: Pokemon",1995,120,6
"59401","We the People Expansion Card Set",1995,120,2
"59402","Bombs Away",1995,45,2
"59403","Fantasy Adventures",1995,30,2
"59404","Karambolage",1995,30,4
"59405","Barenwald",1995,10,2
"59406","Goosebumps: Shrieks and Spiders Game",1995,20,4
"59407","Cheat",1995,20,4
"59408","GOOT! (Get Out Of That!)",1995,45,6
"59409","West End Adventures",1995,90,6
"59410","Power Power: The Werecat Card Battle",1995,45,4
"59411","Power Moves",1995,10,4
"59412","Super Nova",1995,90,6
"59413","Tocce",1995,10,4
"59414","Echelons of Fury",1995,60,2
"59415","Abaco Zuzzurellone",1995,45,2
"59416","Murder a la carte: Pasta, Passion & Pistols",1995,180,8
"59417","Two Player Brick by Brick",1995,30,2
"59418","Booty",1995,45,4
"59419","SkyCapers",1995,30,4
"59420","Charlie Brown Plays Baseball",1995,20,2
"59421","Rat-Mal",1995,30,5
"59422","Nummerus Zahlus",1995,10,4
"59423","Spider-Man",1995,20,4
"59424","Auf Teufel komm raus!",1995,30,4
"59425","Ultimate Rummy",1995,60,6
"59426","Bethump'd with Words",1995,60,8
"59427","Rebels & Redcoats: Volume I",1995,90,2
"59428","The '45",1995,240,2
"59429","Typhoon!",1995,360,4
"59430","See you later ...",1995,20,6
"59431","Monopoly: Deluxe Edition",1995,180,10
"59432","Rennschwein Rudi Russel",1995,20,4
"59433","1500 Gold",1995,45,6
"59434","Attorneys at Flaw",1995,60,6
"59435","Squeeze the Juice",1995,120,6
"59436","Bob the Builder: Scoop's Construction Site Game",1995,10,4
"59437","Look at the Schmuck on that Camel",1995,60,2
"59438","Tri-Ba-Lance",1995,10,3
"59439","Der Wustentruck",1995,45,6
"59440","Hube's Pocket",1995,360,2
"59441","Dictator: Caesar Module",1995,360,2
"59442","Diadochoi: Great Battles of Alexander Module",1995,240,2
"59443","Algoritmo",1995,30,6
"59444","Pinko Pallino",1995,20,2
"59445","Solitaire ASL",1995,120,1
"59446","BrikWars",1995,180,8
